"","Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location"
"1114","CORNCHSSTL-U","CORN MOSTL SEP20",NA,NA,"CHS             ","CHS                                                                             ","Saint Louis, MO - 63102                                                         ","Saint Louis     ","Corn            ","""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ","CORN MO Saint Ls"
"1115","CORNCHSSTL-V","CORN MOSTL OCT20",NA,NA,"CHS             ","CHS                                                                             ","1840 N Wharf St                                                                 ","Saint Louis     ","Corn            ","""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ","CORN MO Saint Ls"
"1116","CORNCHSSTL-X","CORN MOSTL NOV20",NA,NA,"CHS             ","CHS                                                                             ","1840 N Wharf St                                                                 ","Saint Louis     ","Corn            ","""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ","CORN MO Saint Ls"
"1117","CORNCHSSTL-Z","CORN MOSTL DEC20",NA,NA,"CHS             ","CHS                                                                             ","1840 N Wharf St                                                                 ","Saint Louis     ","Corn            ","""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ","CORN MO Saint Ls"
"1118","CORNCHSSTL-F","CORN MOSTL JAN21",NA,NA,"CHS             ","CHS                                                                             ","1840 N Wharf St                                                                 ","Saint Louis     ","Corn            ","""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ","CORN MO Saint Ls"
"1119","CORNMFASBU-C1","CORN MOSBU SPOT ","0","2020-02-27","MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1120","CORNMFASBU-G","CORN MOSBU FEB20","0","2020-02-27","MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1121","CORNMFASBU-H","CORN MOSBU MAR20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1122","CORNMFASBU-J","CORN MOSBU APR20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1123","CORNMFASBU-K","CORN MOSBU MAY20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1124","CORNMFASBU-M","CORN MOSBU JUN20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1125","CORNMFASBU-N","CORN MOSBU JUL20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1126","CORNMFASBU-Q","CORN MOSBU AUG20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1127","CORNMFASBU-U","CORN MOSBU SEP20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1128","CORNMFASBU-V","CORN MOSBU OCT20","-0.35","2020-02-27","MFA             ","MFA                                                                             ","Salisbury, MO - 65281                                                           ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1129","CORNMFASBU-X","CORN MOSBU NOV20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1130","CORNMFASBU-Z","CORN MOSBU DEC20",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1131","CORNMFASBU-F","CORN MOSBU JAN21",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur"
"1132","CORNMGBSCT-C1","CORN MOSCT SPOT ","0.05","2020-02-27","Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1133","CORNMGBSCT-G","CORN MOSCT FEB20","0.05","2020-02-27","Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1134","CORNMGBSCT-H","CORN MOSCT MAR20","0.1","2020-02-27","Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1135","CORNMGBSCT-J","CORN MOSCT APR20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1136","CORNMGBSCT-K","CORN MOSCT MAY20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1137","CORNMGBSCT-M","CORN MOSCT JUN20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1138","CORNMGBSCT-N","CORN MOSCT JUL20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1139","CORNMGBSCT-Q","CORN MOSCT AUG20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1140","CORNMGBSCT-U","CORN MOSCT SEP20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1141","CORNMGBSCT-V","CORN MOSCT OCT20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1142","CORNMGBSCT-X","CORN MOSCT NOV20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1143","CORNMGBSCT-Z","CORN MOSCT DEC20",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1144","CORNMGBSCT-F","CORN MOSCT JAN21",NA,NA,"Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit"
"1145","CORNTYSSDA-C1","CORN MOSDA SPOT ","0.04","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1146","CORNTYSSDA-G","CORN MOSDA FEB20","0.04","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1147","CORNTYSSDA-H","CORN MOSDA MAR20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1148","CORNTYSSDA-J","CORN MOSDA APR20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1149","CORNTYSSDA-K","CORN MOSDA MAY20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1150","CORNTYSSDA-M","CORN MOSDA JUN20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1151","CORNTYSSDA-N","CORN MOSDA JUL20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1152","CORNTYSSDA-Q","CORN MOSDA AUG20","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1153","CORNTYSSDA-U","CORN MOSDA SEP20","-0.02","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1154","CORNTYSSDA-V","CORN MOSDA OCT20",NA,NA,"Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1155","CORNTYSSDA-X","CORN MOSDA NOV20",NA,NA,"Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1156","CORNTYSSDA-Z","CORN MOSDA DEC20",NA,NA,"Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1157","CORNTYSSDA-F","CORN MOSDA JAN21",NA,NA,"Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia "
"1158","CORNADMSHE-C1","CORN MOSHE SPOT ","-0.23","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1159","CORNADMSHE-G","CORN MOSHE FEB20","-0.23","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1160","CORNADMSHE-H","CORN MOSHE MAR20","-0.22","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1161","CORNADMSHE-J","CORN MOSHE APR20","-0.2","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1162","CORNADMSHE-K","CORN MOSHE MAY20","-0.2","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1163","CORNADMSHE-M","CORN MOSHE JUN20","-0.25","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1164","CORNADMSHE-N","CORN MOSHE JUL20",NA,NA,"ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1165","CORNADMSHE-Q","CORN MOSHE AUG20",NA,NA,"ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1166","CORNADMSHE-U","CORN MOSHE SEP20",NA,NA,"ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1167","CORNADMSHE-V","CORN MOSHE OCT20","-0.4","2020-02-27","ADM             ","ADM                                                                             ","Shelbina, MO - 63468                                                            ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1168","CORNADMSHE-X","CORN MOSHE NOV20","-0.4","2020-02-27","ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1169","CORNADMSHE-Z","CORN MOSHE DEC20",NA,NA,"ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1170","CORNADMSHE-F","CORN MOSHE JAN21",NA,NA,"ADM             ","ADM                                                                             ","308 E Chestnut St                                                               ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-629""                                   ","CORN MO Shelbina"
"1171","CORNCRGSIK-C1","CORN MOSIK SPOT ",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1172","CORNCRGSIK-G","CORN MOSIK FEB20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1173","CORNCRGSIK-H","CORN MOSIK MAR20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1174","CORNCRGSIK-J","CORN MOSIK APR20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1175","CORNCRGSIK-K","CORN MOSIK MAY20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1176","CORNCRGSIK-M","CORN MOSIK JUN20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1177","CORNCRGSIK-N","CORN MOSIK JUL20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1178","CORNCRGSIK-Q","CORN MOSIK AUG20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1179","CORNCRGSIK-U","CORN MOSIK SEP20",NA,NA,"Cargill         ","Cargill                                                                         ","Sikeston, MO - 63801                                                            ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1180","CORNCRGSIK-V","CORN MOSIK OCT20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1181","CORNCRGSIK-X","CORN MOSIK NOV20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1182","CORNCRGSIK-Z","CORN MOSIK DEC20",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1183","CORNCRGSIK-F","CORN MOSIK JAN21",NA,NA,"Cargill         ","Cargill                                                                         ","410 W Malone Ave                                                                ","Sikeston        ","Corn            ","""Sikeston, MO - 63801.  Phone - 573-4722-272""                                   ","CORN MO Sikeston"
"1184","CORNCAESLT-C1","CORN MOSLT SPOT ","0","2020-02-27","C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1185","CORNCAESLT-G","CORN MOSLT FEB20","0","2020-02-27","C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1186","CORNCAESLT-H","CORN MOSLT MAR20","0","2019-11-21","C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1187","CORNCAESLT-J","CORN MOSLT APR20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1188","CORNCAESLT-K","CORN MOSLT MAY20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1189","CORNCAESLT-M","CORN MOSLT JUN20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1190","CORNCAESLT-N","CORN MOSLT JUL20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1191","CORNCAESLT-Q","CORN MOSLT AUG20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1192","CORNCAESLT-U","CORN MOSLT SEP20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1193","CORNCAESLT-V","CORN MOSLT OCT20","-0.35","2020-02-27","C.Missouri AgriS","Central Missouri AgriService                                                    ","Slater, MO - 65349                                                              ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1194","CORNCAESLT-X","CORN MOSLT NOV20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1195","CORNCAESLT-Z","CORN MOSLT DEC20",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1196","CORNCAESLT-F","CORN MOSLT JAN21",NA,NA,"C.Missouri AgriS","Central Missouri AgriService                                                    ","PO Box 188                                                                      ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5293-359""                                     ","CORN MO Slater  "
"1197","CORNRCGSLT-C1","CORN MOSLT SPOT ","0","2020-02-27","RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1198","CORNRCGSLT-G","CORN MOSLT FEB20","0","2020-02-27","RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1199","CORNRCGSLT-H","CORN MOSLT MAR20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1200","CORNRCGSLT-J","CORN MOSLT APR20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1201","CORNRCGSLT-K","CORN MOSLT MAY20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1202","CORNRCGSLT-M","CORN MOSLT JUN20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1203","CORNRCGSLT-N","CORN MOSLT JUL20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1204","CORNRCGSLT-Q","CORN MOSLT AUG20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1205","CORNRCGSLT-U","CORN MOSLT SEP20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1206","CORNRCGSLT-V","CORN MOSLT OCT20","-0.35","2020-02-27","RayCarrollGrain ","Ray Carroll Grain                                                               ","Slater, MO - 65349                                                              ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1207","CORNRCGSLT-X","CORN MOSLT NOV20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1208","CORNRCGSLT-Z","CORN MOSLT DEC20",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1209","CORNRCGSLT-F","CORN MOSLT JAN21",NA,NA,"RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  "
"1210","CORNCRPSIH-C1","CORN MOSIH SPOT ","0.2","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1211","CORNCRPSIH-G","CORN MOSIH FEB20","0.2","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1212","CORNCRPSIH-H","CORN MOSIH MAR20","0.15","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1213","CORNCRPSIH-J","CORN MOSIH APR20","0.13","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1214","CORNCRPSIH-K","CORN MOSIH MAY20","0.13","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1215","CORNCRPSIH-M","CORN MOSIH JUN20","0.07","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1216","CORNCRPSIH-N","CORN MOSIH JUL20","0.07","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1217","CORNCRPSIH-Q","CORN MOSIH AUG20","0.02","2020-02-27","JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1218","CORNCRPSIH-U","CORN MOSIH SEP20",NA,NA,"JBS United      ","JBS United                                                                      ","106 E Washington St                                                             ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
"1219","CORNCRPSIH-V","CORN MOSIH OCT20",NA,NA,"JBS United      ","JBS United                                                                      ","Smithton, MO - 65350                                                            ","Smithton        ","Corn            ","""Smithton, MO - 65350.  Phone - 660-3435-319""                                   ","CORN MO Smithton"
