Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNADMNOV-Z,CORN MONOV DEC20,NA,NA,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Corn            ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",CORN MO Novelty 
CORNADMNOV-F,CORN MONOV JAN21,NA,NA,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Corn            ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",CORN MO Novelty 
CORNMFAODS-C1,CORN MOODS SPOT ,-0.01,2/27/2020,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-G,CORN MOODS FEB20,-0.01,2/27/2020,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-H,CORN MOODS MAR20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-J,CORN MOODS APR20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-K,CORN MOODS MAY20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-M,CORN MOODS JUN20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-N,CORN MOODS JUL20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-Q,CORN MOODS AUG20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-U,CORN MOODS SEP20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-V,CORN MOODS OCT20,-0.36,2/27/2020,MFA             ,MFA                                                                             ,"Odessa, MO - 64076                                                              ",Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-X,CORN MOODS NOV20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-Z,CORN MOODS DEC20,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNMFAODS-F,CORN MOODS JAN21,NA,NA,MFA             ,MFA                                                                             ,111 NW RailRoad St                                                              ,Odessa          ,Corn            ,"""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ",CORN MO Odessa  
CORNOFSORK-C1,CORN MOORK SPOT ,-0.01,2/27/2020,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-G,CORN MOORK FEB20,-0.01,2/27/2020,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-H,CORN MOORK MAR20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-J,CORN MOORK APR20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-K,CORN MOORK MAY20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-M,CORN MOORK JUN20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-N,CORN MOORK JUL20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-Q,CORN MOORK AUG20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-U,CORN MOORK SEP20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-V,CORN MOORK OCT20,-0.36,2/27/2020,OrrickFarmServ  ,Orrick Farm Service                                                             ,"Orrick, MO - 64077                                                              ",Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-X,CORN MOORK NOV20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-Z,CORN MOORK DEC20,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNOFSORK-F,CORN MOORK JAN21,NA,NA,OrrickFarmServ  ,Orrick Farm Service                                                             ,208 E N Front St                                                                ,Orrick          ,Corn            ,"""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ",CORN MO Orrick  
CORNPGVPLG-C1,CORN MOPLG SPOT ,0,2/27/2020,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-G,CORN MOPLG FEB20,0,2/27/2020,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-H,CORN MOPLG MAR20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-J,CORN MOPLG APR20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-K,CORN MOPLG MAY20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-M,CORN MOPLG JUN20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-N,CORN MOPLG JUL20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-Q,CORN MOPLG AUG20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-U,CORN MOPLG SEP20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-V,CORN MOPLG OCT20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,"Pilot Grove, MO - 65276                                                         ",Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-X,CORN MOPLG NOV20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-Z,CORN MOPLG DEC20,NA,NA,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNPGVPLG-F,CORN MOPLG JAN21,-0.35,2/27/2020,Pilot Grove Coop,Pilot Grove Coop                                                                ,12302 Highway 135                                                               ,Pilot Grove     ,Corn            ,"""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ",CORN MO PilotGro
CORNBNGPOP-C1,CORN MOPOP SPOT ,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-G,CORN MOPOP FEB20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-H,CORN MOPOP MAR20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-J,CORN MOPOP APR20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-K,CORN MOPOP MAY20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-M,CORN MOPOP JUN20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-N,CORN MOPOP JUL20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-Q,CORN MOPOP AUG20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-U,CORN MOPOP SEP20,NA,NA,Bunge           ,Bunge                                                                           ,"Poplar Bluff, MO - 63901                                                        ",Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-V,CORN MOPOP OCT20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-X,CORN MOPOP NOV20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-Z,CORN MOPOP DEC20,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNBNGPOP-F,CORN MOPOP JAN21,NA,NA,Bunge           ,Bunge                                                                           ,3090 Highway B                                                                  ,Poplar Bluff    ,Corn            ,"""Poplar Bluff, MO - 63901.  Phone - 573-6862-432""                               ",CORN MO PoplarBl
CORNPHCPHM-C1,CORN MOPHM SPOT ,0,2/27/2020,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-G,CORN MOPHM FEB20,0,2/27/2020,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-H,CORN MOPHM MAR20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-J,CORN MOPHM APR20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-K,CORN MOPHM MAY20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-M,CORN MOPHM JUN20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-N,CORN MOPHM JUL20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-Q,CORN MOPHM AUG20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-U,CORN MOPHM SEP20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-V,CORN MOPHM OCT20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,"Prairie Home, MO - 65068                                                        ",Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-X,CORN MOPHM NOV20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-Z,CORN MOPHM DEC20,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNPHCPHM-F,CORN MOPHM JAN21,NA,NA,PrairieHomeCoop ,Prairie Home Coop                                                               ,9238 Highway 87                                                                 ,Prairie Home    ,Corn            ,"""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ",CORN MO PrairieH
CORNBNGPOR-C1,CORN MOPOR SPOT ,0.24,2/27/2020,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-G,CORN MOPOR FEB20,0.24,2/27/2020,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-H,CORN MOPOR MAR20,0.24,2/27/2020,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-J,CORN MOPOR APR20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-K,CORN MOPOR MAY20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-M,CORN MOPOR JUN20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-N,CORN MOPOR JUL20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-Q,CORN MOPOR AUG20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-U,CORN MOPOR SEP20,0,2/27/2020,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-V,CORN MOPOR OCT20,NA,NA,Bunge           ,Bunge                                                                           ,"Portageville, MO - 63873                                                        ",Portageville    ,Corn            ,"""Portageville, MO - 63873. Phone - 573-3795-405""                                ",CORN MO Prtagvil
CORNBNGPOR-X,CORN MOPOR NOV20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-Z,CORN MOPOR DEC20,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNBNGPOR-F,CORN MOPOR JAN21,NA,NA,Bunge           ,Bunge                                                                           ,613 County Hwy 434                                                              ,Portageville    ,Corn            ,"""Portageville, MO - 63873.  Phone - 573-3795-405""                               ",CORN MO Prtagvil
CORNADMSTL-C1,CORN MOSTL SPOT ,0.27,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-G,CORN MOSTL FEB20,0.27,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-H,CORN MOSTL MAR20,0.28,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-J,CORN MOSTL APR20,0.27,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-K,CORN MOSTL MAY20,0.27,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-M,CORN MOSTL JUN20,0.19,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-N,CORN MOSTL JUL20,0.21,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-Q,CORN MOSTL AUG20,NA,NA,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-U,CORN MOSTL SEP20,NA,NA,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-V,CORN MOSTL OCT20,0.02,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-X,CORN MOSTL NOV20,NA,NA,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-Z,CORN MOSTL DEC20,0.15,2/27/2020,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNADMSTL-F,CORN MOSTL JAN21,NA,NA,ADM             ,ADM                                                                             ,1 East Grand Ave                                                                ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63101.  Phone - 800-3250-990""                                ",CORN MO Saint Lo
CORNCHSSTL-C1,CORN MOSTL SPOT ,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-G,CORN MOSTL FEB20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-H,CORN MOSTL MAR20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-J,CORN MOSTL APR20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-K,CORN MOSTL MAY20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-M,CORN MOSTL JUN20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-N,CORN MOSTL JUL20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-Q,CORN MOSTL AUG20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-U,CORN MOSTL SEP20,NA,NA,CHS             ,CHS                                                                             ,"Saint Louis, MO - 63102                                                         ",Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-V,CORN MOSTL OCT20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-X,CORN MOSTL NOV20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-Z,CORN MOSTL DEC20,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNCHSSTL-F,CORN MOSTL JAN21,NA,NA,CHS             ,CHS                                                                             ,1840 N Wharf St                                                                 ,Saint Louis     ,Corn            ,"""Saint Louis, MO - 63102.  Phone - 800-5489-730""                                ",CORN MO Saint Ls
CORNMFASBU-C1,CORN MOSBU SPOT ,0,2/27/2020,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-G,CORN MOSBU FEB20,0,2/27/2020,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-H,CORN MOSBU MAR20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-J,CORN MOSBU APR20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
