Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBCAEMIM-F,SOYB MOMIM JAN21,NA,NA,C.Missouri AgriS,Central Missouri AgriService                                                    ,308 N Bluff                                                                     ,Miami           ,Soybeans        ,"""Miami, MO - 65344.  Phone - 660-8523-381""                                      ",SOYB MO Miami   
SOYBMFAMIA-C1,SOYB MOMIA SPOT ,-0.55,2/27/2020,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-G,SOYB MOMIA FEB20,-0.55,2/27/2020,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-H,SOYB MOMIA MAR20,-0.55,2/27/2020,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-J,SOYB MOMIA APR20,-0.65,2/27/2020,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-K,SOYB MOMIA MAY20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-M,SOYB MOMIA JUN20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-N,SOYB MOMIA JUL20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-Q,SOYB MOMIA AUG20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-U,SOYB MOMIA SEP20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-V,SOYB MOMIA OCT20,-0.75,2/27/2020,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-X,SOYB MOMIA NOV20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-Z,SOYB MOMIA DEC20,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBMFAMIA-F,SOYB MOMIA JAN21,NA,NA,MFA             ,MFA                                                                             ,914 E 3rd St                                                                    ,Milan           ,Soybeans        ,"""Milan, MO - 63556.  Phone - 660-2654-202""                                      ",SOYB MO Milan   
SOYBFREMOE-C1,SOYB MOMOE SPOT ,-0.15,2/27/2020,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-G,SOYB MOMOE FEB20,-0.15,2/27/2020,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-H,SOYB MOMOE MAR20,-0.15,2/27/2020,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-J,SOYB MOMOE APR20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-K,SOYB MOMOE MAY20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-M,SOYB MOMOE JUN20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-N,SOYB MOMOE JUL20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-Q,SOYB MOMOE AUG20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-U,SOYB MOMOE SEP20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-V,SOYB MOMOE OCT20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-X,SOYB MOMOE NOV20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-Z,SOYB MOMOE DEC20,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBFREMOE-F,SOYB MOMOE JAN21,NA,NA,Farmers Elevator,Farmers Elevator                                                                ,107 S Vine St                                                                   ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7354-543""                                ",SOYB MO MonroeCi
SOYBHCLMOE-C1,SOYB MOMOE SPOT ,-0.16,2/27/2020,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-G,SOYB MOMOE FEB20,-0.16,2/27/2020,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-H,SOYB MOMOE MAR20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-J,SOYB MOMOE APR20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-K,SOYB MOMOE MAY20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-M,SOYB MOMOE JUN20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-N,SOYB MOMOE JUL20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-Q,SOYB MOMOE AUG20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-U,SOYB MOMOE SEP20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-V,SOYB MOMOE OCT20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,"Monroe City, MO - 63456                                                         ",Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-X,SOYB MOMOE NOV20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-Z,SOYB MOMOE DEC20,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBHCLMOE-F,SOYB MOMOE JAN21,NA,NA,Hassard Elevator,Hassard Elevator                                                                ,11523 Highway J                                                                 ,Monroe City     ,Soybeans        ,"""Monroe City, MO - 63456.  Phone - 573-7352-952""                                ",SOYB MO MonroeCi
SOYBMFAMTM-C1,SOYB MOMTM SPOT ,-0.05,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-G,SOYB MOMTM FEB20,-0.05,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-H,SOYB MOMTM MAR20,-0.05,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-J,SOYB MOMTM APR20,-0.11,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-K,SOYB MOMTM MAY20,-0.1,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-M,SOYB MOMTM JUN20,-0.17,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-N,SOYB MOMTM JUL20,NA,NA,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-Q,SOYB MOMTM AUG20,NA,NA,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-U,SOYB MOMTM SEP20,NA,NA,MFA             ,MFA                                                                             ,"""Montgomery City, MO - 63361""                                                   ",Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-V,SOYB MOMTM OCT20,-0.35,2/27/2020,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-X,SOYB MOMTM NOV20,NA,NA,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-Z,SOYB MOMTM DEC20,NA,NA,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBMFAMTM-F,SOYB MOMTM JAN21,NA,NA,MFA             ,MFA                                                                             ,226 N Walker St                                                                 ,Montgomery City ,Soybeans        ,"""Montgomery City, MO - 63361.  Phone - 573-5642-241""                            ",SOYB MO Montgome
SOYBBCTMRH-C1,SOYB MOMRH SPOT ,-0.02,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-G,SOYB MOMRH FEB20,-0.02,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-H,SOYB MOMRH MAR20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-J,SOYB MOMRH APR20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-K,SOYB MOMRH MAY20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-M,SOYB MOMRH JUN20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-N,SOYB MOMRH JUL20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-Q,SOYB MOMRH AUG20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-U,SOYB MOMRH SEP20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-V,SOYB MOMRH OCT20,-0.35,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,"Morehouse, MO - 63838                                                           ",Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-X,SOYB MOMRH NOV20,-0.35,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-Z,SOYB MOMRH DEC20,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBCTMRH-F,SOYB MOMRH JAN21,NA,NA,Buchheit Agri   ,Buchheit Agri                                                                   ,199 W Front St                                                                  ,Morehouse       ,Soybeans        ,"""Morehouse, MO - 63838.  Phone - 573-6679-921""                                  ",SOYB MO Morehous
SOYBBALNEL-C1,SOYB MONEL SPOT ,-0.25,2/27/2020,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-G,SOYB MONEL FEB20,-0.25,2/27/2020,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-H,SOYB MONEL MAR20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-J,SOYB MONEL APR20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-K,SOYB MONEL MAY20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-M,SOYB MONEL JUN20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-N,SOYB MONEL JUL20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-Q,SOYB MONEL AUG20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-U,SOYB MONEL SEP20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-V,SOYB MONEL OCT20,-0.41,2/27/2020,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-X,SOYB MONEL NOV20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-Z,SOYB MONEL DEC20,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBBALNEL-F,SOYB MONEL JAN21,NA,NA,Baltz Feed Co   ,Baltz Feed Co                                                                   ,424 Hart St                                                                     ,Neelyville      ,Soybeans        ,"""Neelyville, MO - 63954.  Phone - 573-9893-250""                                 ",SOYB MO Neelyvil
SOYBCRGNMD-C1,SOYB MONMD SPOT ,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-G,SOYB MONMD FEB20,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-H,SOYB MONMD MAR20,0.27,2/27/2020,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-J,SOYB MONMD APR20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-K,SOYB MONMD MAY20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-M,SOYB MONMD JUN20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-N,SOYB MONMD JUL20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-Q,SOYB MONMD AUG20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-U,SOYB MONMD SEP20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-V,SOYB MONMD OCT20,0.05,2/27/2020,Cargill         ,Cargill                                                                         ,"New Madrid, MO - 63869                                                          ",New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-X,SOYB MONMD NOV20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-Z,SOYB MONMD DEC20,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBCRGNMD-F,SOYB MONMD JAN21,NA,NA,Cargill         ,Cargill                                                                         ,300 Levee Rd                                                                    ,New Madrid      ,Soybeans        ,"""New Madrid, MO - 63869.  Phone - 800-5292-755""                                 ",SOYB MO NewMdrid
SOYBFWLNTN-C1,SOYB MONTN SPOT ,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-G,SOYB MONTN FEB20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-H,SOYB MONTN MAR20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-J,SOYB MONTN APR20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-K,SOYB MONTN MAY20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-M,SOYB MONTN JUN20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-N,SOYB MONTN JUL20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-Q,SOYB MONTN AUG20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-U,SOYB MONTN SEP20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,"""Newtown, MO - 64667""                                                           ",Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-V,SOYB MONTN OCT20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-X,SOYB MONTN NOV20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667. Phone - 660-7495-215""                                     ",SOYB MO Newtown 
SOYBFWLNTN-Z,SOYB MONTN DEC20,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBFWLNTN-F,SOYB MONTN JAN21,NA,NA,Fowler Elevator ,Fowler Elevator                                                                 ,PO Box 147                                                                      ,Newtown         ,Soybeans        ,"""Newtown, MO - 64667.  Phone - 660-7495-215""                                    ",SOYB MO Newtown 
SOYBRCGNRB-C1,SOYB MONRB SPOT ,-0.25,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
